"";"logFC";"logCPM";"F";"PValue";"FDR"
"ANKDD1A";-0,153690859063082;3,72853137514931;0,0996371751726479;0,754245838676843;0,877657549939362
"TBC1D2B";-0,0822721115817666;7,46650418425782;0,0995903746294158;0,754301618019022;0,877657549939362
"CEP135";0,091427817573077;4,95740586809749;0,0995839176604944;0,754309314907281;0,877657549939362
"SAFB";0,0548661476426062;7,14528599438732;0,0994012179044288;0,754527212242891;0,877657549939362
"ANKLE2";0,0557848122243449;6,34942023895954;0,0994001477132646;0,754528489259053;0,877657549939362
"SAP130";0,081138725287473;4,6384395904265;0,0993961932741025;0,754533207998306;0,877657549939362
"PGAM1";0,11797291945884;6,79551711686478;0,0990936904844212;0,754894484554488;0,877987729395185
"AMOTL1";0,110980462168759;4,32201089264144;0,0989835135898438;0,75502621882405;0,87805089701431
"LAGE3";0,124977628876821;3,58378055789009;0,0987036922061626;0,755361153951377;0,878350338045993
"TRIM52";0,108123866111471;4,64555291767526;0,0983587394635129;0,755774769159704;0,87874119920445
"MED17";-0,100653731256816;5,07716399568685;0,0982060750790514;0,755958076141766;0,878815894420911
"BHLHE41";0,0742103059054607;9,69279170763668;0,098176178207008;0,755993992237934;0,878815894420911
"ROBO1";0,245145435992699;3,32450177008005;0,098082725106803;0,756106299357778;0,878856363740552
"UBIAD1";0,131858192460076;4,19105201913775;0,0979566305326936;0,756257926699618;0,878942523744657
"COL6A2";0,211684551422465;4,42312760757676;0,0978344407280127;0,756404961105987;0,879023328609796
"MAPK9";-0,0678411779685605;5,43873256623043;0,0974068534118151;0,756920285838916;0,879481138174859
"MED16";0,0931682871463619;4,71660548181778;0,0973789096783669;0,756954006677083;0,879481138174859
"HAUS1";-0,151783772634603;3,2253153989984;0,0972321876869734;0,757131149458626;0,87959684142699
"HIGD2A";-0,0719638004374647;5,28227793141148;0,0969051911548946;0,757526473818705;0,879965967384814
"PTPN13";0,174808838422548;3,5932271659639;0,0966811250661719;0,757797783434498;0,880190973159632
"FAM234B";-0,148603367530574;3,42812515352025;0,0965541246123829;0,757951714961534;0,880245143161684
"ITGA1";0,225531559919672;3,64788812023385;0,0965145920527996;0,757999653303677;0,880245143161684
"UROD";-0,101355770616596;5,12610968508376;0,0964484274393268;0,758079910606492;0,880248209909719
"C6orf136";-0,128860820236719;3,78732602386342;0,0961554914941301;0,758435604252174;0,880424958658042
"PITPNB";-0,0756598756405999;5,44138254177606;0,0961150518942156;0,75848475425227;0,880424958658042
"PDHB";0,123197292656808;4,42913712979218;0,0961094191779198;0,758491601116652;0,880424958658042
"ZNF888";0,129556924978852;3,45963556398017;0,0960629289036739;0,758548120922546;0,880424958658042
"STK3";0,112005072686438;4,35277221573969;0,0959573310470903;0,758676555675461;0,880424958658042
"SRRD";-0,166973309815912;3,26951727890507;0,0958967045054493;0,758750328571237;0,880424958658042
"CKAP2";-0,125136313736579;4,85874822777963;0,095861731984591;0,75879289623948;0,880424958658042
"ASXL2";-0,0882242529624826;5,18803123407525;0,0957744725799588;0,758899143384978;0,880424958658042
"LCOR";0,0849222074903639;6,10960159316636;0,0957484678767141;0,758930817021517;0,880424958658042
"TSIX";-0,351949584250502;2,94540498606659;0,0956585648240054;0,759040355034681;0,880461968543348
"TMEM11";-0,0936833840794279;3,71230144677884;0,0954456326630151;0,759300017603238;0,880673092619996
"MARS2";0,158810314924922;3,45128803526789;0,0953099171049729;0,759465683489446;0,880724446528088
"SETD5";-0,0918792644741449;6,83474236940849;0,095282136438172;0,759499610884817;0,880724446528088
"CLEC4A";-0,169098243605853;3,67426254220424;0,0945978395778039;0,760337034845994;0,881605389243269
"ARHGAP10";-0,176146765946844;2,95679201857824;0,0943105742041927;0,760689572728052;0,881817979609679
"TNFAIP2";0,119146809792486;7,99994706073245;0,0942622512461352;0,760748933483332;0,881817979609679
"TNFSF13B";-0,13495593729154;5,53140052703632;0,0942584146288357;0,76075364716525;0,881817979609679
